Timestamp,Temperature,Humidity,Soil,Water,Pump
2026-06-11 11:45:52.814966,30,85,1630,4032,ON
2026-06-11 11:45:57.832204,28,47,1262,704,ON
2026-06-11 11:46:02.848773,28,89,1487,4052,ON
2026-06-11 11:46:07.855122,31,53,2362,3566,OFF
2026-06-11 11:46:12.870008,28,87,1229,1723,ON
2026-06-11 11:46:17.875085,29,74,3096,2350,OFF
2026-06-11 11:46:22.895001,33,69,3013,1760,OFF
2026-06-11 11:46:27.899770,22,77,528,1457,ON
2026-06-11 11:46:32.917750,29,78,3567,2454,OFF
2026-06-11 11:46:37.922241,40,57,754,833,ON
2026-06-11 11:46:42.941370,25,63,2869,3468,OFF
2026-06-11 11:46:47.950264,33,76,926,3170,ON
2026-06-11 11:46:52.960525,31,50,1153,3238,ON
2026-06-11 11:46:57.971101,36,78,2529,2237,OFF
2026-06-11 11:47:03.002630,33,42,1710,3084,ON
2026-06-11 11:47:08.012930,26,46,1332,2347,ON
2026-06-11 11:47:13.029572,37,82,3619,2102,OFF
2026-06-11 11:47:18.037127,31,72,707,2206,ON
2026-06-11 11:47:23.045688,33,55,767,3894,ON
2026-06-11 11:47:28.052937,36,63,2941,1066,OFF
2026-06-11 11:47:33.057734,34,81,364,3812,ON
2026-06-11 11:47:38.063852,25,60,2387,1355,OFF
2026-06-11 11:47:43.074931,34,74,1202,651,ON
2026-06-11 11:47:48.097933,23,75,2691,3744,OFF
2026-06-11 11:47:53.103500,26,61,1978,1374,ON
2026-06-11 11:47:58.134242,33,78,2805,3332,OFF
2026-06-11 11:48:03.187731,33,57,3148,3653,OFF
2026-06-11 11:48:08.209091,32,52,290,3905,ON
2026-06-11 11:48:13.227016,32,59,3787,1331,OFF
2026-06-11 11:48:18.231331,34,82,3749,2077,OFF
2026-06-11 11:48:23.235803,36,61,2468,3205,OFF
2026-06-11 11:48:28.240571,38,74,560,177,ON
2026-06-11 11:48:33.247873,27,85,1736,3687,ON
2026-06-11 11:48:38.263204,37,84,2257,2040,OFF
2026-06-11 11:48:43.282498,26,52,2057,2567,OFF
2026-06-11 11:48:48.298859,27,88,3717,2076,OFF
2026-06-11 11:48:53.315425,31,52,401,2327,ON
2026-06-11 11:48:58.331670,31,67,2472,2738,OFF
2026-06-11 11:49:03.348959,32,60,511,2375,ON
2026-06-11 11:49:08.365947,25,87,241,3433,ON
2026-06-11 11:49:13.382254,39,70,3715,2765,OFF
2026-06-11 11:49:18.398836,35,64,2951,922,OFF
2026-06-11 11:49:23.414746,26,70,1303,1447,ON
2026-06-11 11:49:28.433085,34,49,24,3911,ON
2026-06-11 11:49:33.448693,40,78,4038,1634,OFF
2026-06-11 11:49:38.464282,30,89,30,1483,ON
2026-06-11 11:49:43.472156,27,72,852,3741,ON
2026-06-11 11:49:48.478234,36,48,3687,385,OFF
2026-06-11 11:49:53.490789,36,53,3942,1406,OFF
2026-06-11 11:49:58.498819,40,69,1760,2495,ON
2026-06-11 11:50:03.507090,36,78,960,94,ON
2026-06-11 11:50:08.513801,33,73,446,590,ON
2026-06-11 11:50:13.530507,25,58,199,600,ON
2026-06-11 11:50:18.546558,23,76,255,1641,ON
2026-06-11 11:50:23.558061,36,63,1622,3551,ON
2026-06-11 11:50:28.564971,28,46,941,2890,ON
2026-06-11 11:50:33.579513,23,70,2825,1699,OFF
2026-06-11 11:50:38.590717,33,85,1518,833,ON
2026-06-11 11:50:43.607081,34,54,4071,1628,OFF
2026-06-11 11:50:48.651505,26,82,1339,2550,ON
2026-06-11 11:50:53.758174,30,80,1291,3117,ON
2026-06-11 11:50:58.763050,36,57,778,759,ON
2026-06-11 11:51:03.769607,31,52,3128,957,OFF
2026-06-11 11:51:08.774822,29,74,3726,2781,OFF
2026-06-11 11:51:13.793911,36,56,3451,2444,OFF
2026-06-11 11:51:18.811372,29,57,1310,3133,ON
2026-06-11 11:51:23.817172,27,81,2119,2887,OFF
2026-06-11 11:51:28.823278,34,51,400,3726,ON
2026-06-11 11:51:33.831781,39,41,2109,2187,OFF
2026-06-11 11:51:38.836905,30,87,1646,2054,ON
2026-06-11 11:51:43.841510,22,75,241,2228,ON
2026-06-11 11:51:48.846741,39,63,3773,206,OFF
2026-06-11 11:51:53.855255,24,68,3854,2510,OFF
2026-06-11 11:51:58.872244,25,83,1940,3659,ON
2026-06-11 11:52:03.890267,22,45,746,1324,ON
2026-06-11 11:52:08.894983,38,65,521,4009,ON
2026-06-11 11:52:13.903693,34,79,293,3134,ON
2026-06-11 11:52:18.912779,22,87,1109,2192,ON
2026-06-11 11:52:23.931116,36,84,2366,3811,OFF
2026-06-11 11:52:28.950066,31,40,600,2311,ON
2026-06-11 11:52:33.955927,36,83,1481,2601,ON
2026-06-11 11:52:38.966260,32,62,3971,724,OFF
2026-06-11 11:52:43.975774,27,88,824,3766,ON
2026-06-11 11:52:48.993542,25,47,2063,3632,OFF
2026-06-11 11:52:54.000694,30,60,3585,1079,OFF
2026-06-11 11:52:59.018640,34,75,3171,1121,OFF
2026-06-11 11:53:04.028058,23,74,3121,3922,OFF
2026-06-11 11:53:09.036339,26,80,1067,3623,ON
2026-06-11 11:53:14.046860,34,53,93,2388,ON
2026-06-11 11:53:19.063388,28,66,1401,2156,ON
2026-06-11 11:53:24.087653,37,86,215,1310,ON
2026-06-11 11:53:29.107792,26,60,1250,3431,ON
2026-06-11 11:53:34.122456,33,62,1518,2916,ON
2026-06-11 11:53:39.139759,40,54,2025,2773,OFF
2026-06-11 11:53:44.147874,25,41,180,3467,ON
2026-06-11 11:53:49.156959,27,70,2526,232,OFF
2026-06-11 11:53:54.164038,39,88,1373,1552,ON
2026-06-11 11:53:59.186355,38,85,2971,1604,OFF
2026-06-11 11:54:04.191923,38,83,3536,1007,OFF
2026-06-11 11:54:09.212223,39,62,3439,2447,OFF
2026-06-11 11:54:14.238380,37,88,115,856,ON
2026-06-11 11:54:19.256339,31,73,1064,1029,ON
2026-06-11 11:54:24.262753,32,58,509,308,ON
2026-06-11 11:54:29.332358,30,54,2760,3993,OFF
2026-06-11 11:54:34.351398,33,48,2603,3390,OFF
2026-06-11 11:54:39.360191,35,61,1717,1703,ON
2026-06-11 11:54:44.390188,38,76,1212,1898,ON
2026-06-11 11:54:49.412539,39,50,1406,1374,ON
2026-06-11 11:54:54.421092,40,78,1501,1980,ON
2026-06-11 11:54:59.443290,24,85,8,1795,ON
2026-06-11 11:55:04.458273,26,83,1926,2393,ON
2026-06-11 11:55:09.476924,35,83,2737,1070,OFF
2026-06-11 11:55:14.489438,37,75,2343,3747,OFF
2026-06-11 11:55:19.510768,36,73,3603,1673,OFF
2026-06-11 11:55:24.524739,30,78,1421,2567,ON
2026-06-11 11:55:29.536775,28,62,3944,371,OFF
2026-06-11 11:55:34.544260,25,45,4046,20,OFF
2026-06-11 11:55:39.558634,24,75,3956,152,OFF
2026-06-11 11:55:44.568706,24,59,628,3105,ON
2026-06-11 11:55:49.579412,22,65,77,2537,ON
2026-06-11 11:55:54.596259,23,83,1606,2135,ON
2026-06-11 11:55:59.612873,40,41,1207,2716,ON
2026-06-11 11:56:04.624645,32,87,690,869,ON
2026-06-11 11:56:09.637978,24,52,1180,1224,ON
2026-06-11 11:56:14.645524,35,57,3896,1864,OFF
2026-06-11 11:56:19.665095,40,49,2857,237,OFF
2026-06-11 11:56:24.685675,31,77,871,3545,ON
2026-06-11 11:56:29.695579,36,46,1438,2232,ON
2026-06-11 11:56:34.713451,37,62,3058,1819,OFF
2026-06-11 11:56:39.730863,33,61,2815,3837,OFF
2026-06-11 11:56:44.737844,31,44,2297,2073,OFF
2026-06-11 11:56:49.744694,24,57,3342,250,OFF
2026-06-11 11:56:54.756540,35,42,3144,3614,OFF
2026-06-11 11:56:59.762561,37,75,1188,2404,ON
2026-06-11 11:57:04.779573,40,80,2422,2415,OFF
2026-06-11 11:57:09.795563,34,72,2201,919,OFF
2026-06-11 11:57:14.811469,36,83,3146,1725,OFF
2026-06-11 11:57:19.820888,28,87,2926,659,OFF
2026-06-11 11:57:24.852287,37,65,425,2096,ON
2026-06-11 11:57:29.868171,37,65,1074,2902,ON
2026-06-11 11:57:34.891642,40,85,1689,1931,ON
2026-06-11 11:57:39.898534,27,89,3917,3101,OFF
2026-06-11 11:57:44.928025,24,62,2060,1154,OFF
2026-06-11 11:57:49.949926,38,43,4041,2250,OFF
2026-06-11 11:57:55.028995,34,46,3603,3110,OFF
2026-06-11 11:58:00.039194,23,89,491,24,ON
2026-06-11 11:58:05.074571,24,57,3647,1449,OFF
2026-06-11 11:58:10.156801,35,57,4057,3810,OFF
2026-06-11 11:58:15.163091,28,66,2630,1406,OFF
2026-06-11 11:58:20.168123,26,80,3285,1342,OFF
2026-06-11 11:58:25.186210,30,41,4041,1743,OFF
2026-06-11 11:58:30.196250,32,90,3272,2845,OFF
2026-06-11 11:58:35.204257,31,59,3344,3498,OFF
2026-06-11 11:58:40.213724,25,74,112,2653,ON
2026-06-11 11:58:45.220119,36,47,468,29,ON
2026-06-11 11:58:50.236344,24,42,2640,980,OFF
2026-06-11 11:58:55.254495,23,71,2796,2469,OFF
2026-06-11 11:59:00.265777,26,76,1183,2735,ON
2026-06-11 11:59:05.281447,26,74,3755,3047,OFF
2026-06-11 11:59:10.289594,23,71,2462,3631,OFF
2026-06-11 11:59:15.306245,29,84,1228,2378,ON
2026-06-11 11:59:20.325594,40,66,2144,3347,OFF
2026-06-11 11:59:25.343904,34,76,2598,2137,OFF
2026-06-11 11:59:30.370515,27,86,3526,2557,OFF
2026-06-11 11:59:35.391750,36,67,298,3262,ON
2026-06-11 11:59:40.411828,32,84,511,1174,ON
2026-06-11 11:59:45.442114,32,68,1514,968,ON
2026-06-11 11:59:50.460199,23,71,1672,2310,ON
2026-06-11 11:59:55.472317,37,75,1305,2481,ON
2026-06-11 12:00:00.489399,26,60,1035,3617,ON
2026-06-11 12:00:05.496728,40,46,3916,2132,OFF
2026-06-11 12:00:10.519091,32,43,930,4089,ON
2026-06-11 12:00:15.540429,39,78,2608,1287,OFF
2026-06-11 12:00:20.549786,22,80,2426,1368,OFF
2026-06-11 12:00:25.558613,35,84,2736,3348,OFF
2026-06-11 12:00:30.566680,39,62,1036,2712,ON
2026-06-11 12:00:35.586606,38,44,3921,2699,OFF
2026-06-11 12:00:40.604223,33,47,3336,1676,OFF
2026-06-11 12:00:45.617649,30,46,3745,3869,OFF
2026-06-11 12:00:50.626120,34,77,242,4053,ON
2026-06-11 12:00:55.646583,39,45,3729,2054,OFF
2026-06-11 12:01:00.673708,24,88,1557,3276,ON
2026-06-11 12:01:05.694548,35,69,1054,672,ON
2026-06-11 12:01:10.704177,30,65,2374,836,OFF
2026-06-11 12:01:15.726805,26,57,2226,4050,OFF
2026-06-11 12:01:20.747181,23,77,246,558,ON
2026-06-11 12:01:25.761645,39,43,3907,2809,OFF
2026-06-11 12:01:30.785793,31,76,2816,1456,OFF
2026-06-11 12:01:35.817660,31,75,554,3861,ON
2026-06-11 12:01:40.841354,22,79,2537,3102,OFF
2026-06-11 12:01:45.876750,29,63,1051,151,ON
2026-06-11 12:01:50.897465,23,89,812,1685,ON
2026-06-11 12:01:55.927420,34,53,1218,1106,ON
2026-06-11 12:02:00.968804,38,74,1786,1213,ON
2026-06-11 12:02:05.976876,28,75,2602,3049,OFF
2026-06-11 12:02:11.000190,36,47,3285,1008,OFF
2026-06-11 12:02:16.015997,31,43,1202,220,ON
2026-06-11 12:02:21.032251,34,57,1818,3091,ON
2026-06-11 12:02:26.046282,39,88,2547,2749,OFF
2026-06-11 12:02:31.054584,31,74,1087,2034,ON
2026-06-11 12:02:36.087236,34,83,531,1805,ON
2026-06-11 12:02:41.095852,35,41,3980,2402,OFF
2026-06-11 12:02:46.113944,29,56,3315,2372,OFF
2026-06-11 12:02:51.123369,29,73,3204,771,OFF
2026-06-11 12:02:56.131960,33,53,580,3065,ON
2026-06-11 12:03:01.146611,30,70,1950,2449,ON
2026-06-11 12:03:06.160440,30,69,665,142,ON
2026-06-11 12:03:11.179984,38,45,3099,3618,OFF
2026-06-11 12:03:16.191664,34,50,2646,85,OFF
2026-06-11 12:03:21.221160,23,57,3243,1602,OFF
2026-06-11 12:03:26.243215,22,89,2885,1063,OFF
2026-06-11 12:03:31.265151,40,78,3148,2170,OFF
2026-06-11 12:03:36.295360,35,54,2589,3206,OFF
2026-06-11 12:03:41.317659,35,75,1447,3615,ON
2026-06-11 12:03:46.336760,28,74,1262,159,ON
2026-06-11 12:03:51.368797,27,83,1368,4018,ON
2026-06-11 12:03:56.388769,33,88,1557,2794,ON
2026-06-11 12:04:01.414341,33,57,2908,655,OFF
2026-06-11 12:04:06.466604,37,42,2428,2519,OFF
2026-06-11 12:04:11.489592,39,60,873,1573,ON
2026-06-11 12:04:16.497644,27,74,2072,1483,OFF
2026-06-11 12:04:21.504290,28,87,1170,718,ON
2026-06-11 12:04:26.535003,22,48,2631,2641,OFF
2026-06-11 12:04:31.551353,27,55,129,1967,ON
2026-06-11 12:04:36.573239,24,67,2596,2844,OFF
2026-06-11 12:04:41.597890,37,50,1188,1747,ON
2026-06-11 12:04:46.615282,39,45,773,3328,ON
2026-06-11 12:04:51.637760,37,56,3646,3819,OFF
2026-06-11 12:04:56.658278,33,49,3771,2767,OFF
2026-06-11 12:05:01.676369,30,60,2398,2866,OFF
2026-06-11 12:05:06.685843,34,63,3470,1520,OFF
2026-06-11 12:05:11.704661,29,53,3907,1314,OFF
2026-06-11 12:05:16.722917,22,76,3236,3072,OFF
2026-06-11 12:05:21.729854,22,74,2355,859,OFF
2026-06-11 12:05:26.745735,33,44,1966,182,ON
2026-06-11 12:05:31.753221,31,68,397,2036,ON
2026-06-11 12:05:36.777977,32,48,2972,3815,OFF
2026-06-11 12:05:41.811873,37,64,2943,1818,OFF
2026-06-11 12:05:46.830624,28,81,563,1254,ON
2026-06-11 12:05:51.848414,35,42,884,1893,ON
2026-06-11 12:05:56.853703,34,77,3569,2525,OFF
2026-06-11 12:06:01.868352,29,60,601,3300,ON
2026-06-11 12:06:06.883550,23,81,860,247,ON
2026-06-11 12:06:11.927261,39,81,1973,3265,ON
2026-06-11 12:06:16.949960,29,81,1424,3440,ON
2026-06-11 12:06:21.970462,32,89,1712,2399,ON
2026-06-11 12:06:26.997709,40,85,720,2249,ON
2026-06-11 12:06:32.035987,31,63,2401,1740,OFF
2026-06-11 12:06:37.041140,30,62,3110,1615,OFF
2026-06-11 12:06:42.054729,26,75,219,1787,ON
2026-06-11 12:06:47.071382,30,85,3912,3824,OFF
2026-06-11 12:06:52.083394,30,68,592,2505,ON
2026-06-11 12:06:57.101666,23,63,3820,1726,OFF
2026-06-11 12:07:02.120712,36,85,1343,3164,ON
2026-06-11 12:07:07.130013,23,43,238,3738,ON
2026-06-11 12:07:12.142359,27,49,1382,1138,ON
2026-06-11 12:07:17.163294,39,90,922,653,ON
2026-06-11 12:07:22.183123,28,71,1690,1500,ON
2026-06-11 12:07:27.200146,35,41,3342,2564,OFF
2026-06-11 12:07:32.205788,32,72,2679,614,OFF
2026-06-11 12:07:37.224687,23,83,3475,2893,OFF
2026-06-11 12:07:42.242145,29,61,2214,4023,OFF
2026-06-11 12:07:47.283880,24,64,1963,3116,ON
2026-06-11 12:07:52.348340,27,85,2017,2648,OFF
2026-06-11 12:07:57.389658,36,73,3407,72,OFF
2026-06-11 12:08:02.496539,36,59,2404,2054,OFF
2026-06-11 12:08:07.502763,29,56,4090,1713,OFF
2026-06-11 12:08:12.509292,30,90,4095,522,OFF
2026-06-11 12:08:17.514458,24,83,2495,826,OFF
2026-06-11 12:08:22.526862,32,87,2288,462,OFF
2026-06-11 12:08:27.532854,31,41,46,1059,ON
2026-06-11 12:08:32.538594,30,77,1352,2304,ON
2026-06-11 12:08:37.559514,36,77,2599,3288,OFF
2026-06-11 12:08:42.565040,34,54,1243,17,ON
2026-06-11 12:08:47.590475,32,56,879,3330,ON
2026-06-11 12:08:52.604762,37,60,3472,899,OFF
2026-06-11 12:08:57.615537,34,62,1807,1238,ON
2026-06-11 12:09:02.647007,30,55,1135,3132,ON
2026-06-11 12:09:07.667788,36,76,81,58,ON
2026-06-11 12:09:12.688447,30,40,728,3555,ON
2026-06-11 12:09:17.722606,29,56,1225,1134,ON
2026-06-11 12:09:22.730613,33,47,3597,1135,OFF
2026-06-11 12:09:27.737538,24,60,1783,2787,ON
2026-06-11 12:09:32.756322,29,56,1759,2451,ON
2026-06-11 12:09:37.779530,32,75,2613,2556,OFF
2026-06-11 12:09:42.789457,27,82,1533,641,ON
2026-06-11 12:09:47.795910,29,87,1588,2530,ON
2026-06-11 12:09:52.802962,28,74,777,2178,ON
2026-06-11 12:09:57.808617,40,62,1382,1782,ON
2026-06-11 12:10:02.818411,30,46,2664,2558,OFF
2026-06-11 12:10:07.824410,29,88,2937,1244,OFF
2026-06-11 12:10:12.834421,32,64,1783,2317,ON
2026-06-11 12:10:17.859861,37,46,3949,1452,OFF
2026-06-11 12:10:22.884659,27,89,3091,3941,OFF
2026-06-11 12:10:27.907129,27,40,405,3165,ON
2026-06-11 12:10:32.917931,33,69,887,3784,ON
2026-06-11 12:10:37.927138,40,69,3916,1374,OFF
2026-06-11 12:10:42.940925,38,88,1435,151,ON
2026-06-11 12:10:47.960206,34,74,347,2741,ON
2026-06-11 12:10:52.966974,38,43,4027,3898,OFF
2026-06-11 12:10:57.972328,27,49,1090,1229,ON
2026-06-11 12:11:02.978499,23,64,271,718,ON
2026-06-11 12:11:07.985100,33,71,3959,3553,OFF
2026-06-11 12:11:12.999942,33,58,1546,195,ON
2026-06-11 12:11:18.022842,32,46,2439,3894,OFF
2026-06-11 12:11:23.041642,22,55,2229,1586,OFF
2026-06-11 12:11:28.048148,39,84,1835,246,ON
2026-06-11 12:11:33.053520,28,53,2534,509,OFF
2026-06-11 12:11:38.062621,35,75,168,817,ON
2026-06-11 12:11:43.083118,39,63,597,2021,ON
2026-06-11 12:11:48.099075,30,67,1144,1929,ON
2026-06-11 12:11:53.116946,23,60,381,3007,ON
2026-06-11 12:11:58.140016,22,81,753,1147,ON
2026-06-11 12:12:03.158081,25,88,1724,984,ON
2026-06-11 12:12:08.177112,25,87,3950,229,OFF
2026-06-11 12:12:13.183355,32,46,2802,1517,OFF
2026-06-11 12:12:18.193783,26,63,129,3764,ON
2026-06-11 12:12:23.201910,39,57,2565,3193,OFF
2026-06-11 12:12:28.225657,27,62,3562,3294,OFF
2026-06-11 12:12:33.241210,37,56,1712,1274,ON
2026-06-11 12:12:38.272098,30,41,815,2236,ON
2026-06-11 12:12:43.283674,35,68,10,932,ON
2026-06-11 12:12:48.292437,38,61,1570,1937,ON
2026-06-11 12:12:53.305646,31,71,217,2899,ON
2026-06-11 12:12:58.323645,39,46,872,1011,ON
2026-06-11 12:13:03.347194,22,66,1202,2060,ON
2026-06-11 12:13:08.368032,25,89,3404,1471,OFF
2026-06-11 12:13:13.374381,25,57,3971,2353,OFF
2026-06-11 12:13:18.390138,38,84,2642,817,OFF
2026-06-11 12:13:23.413831,38,84,2096,1048,OFF
2026-06-11 12:13:28.429101,30,51,3833,2059,OFF
2026-06-11 12:13:33.448473,27,54,4017,1440,OFF
2026-06-11 12:13:38.468316,35,61,2472,2745,OFF
2026-06-11 12:13:43.492158,36,79,200,4015,ON
2026-06-11 12:13:48.515778,27,53,2311,1687,OFF
2026-06-11 12:13:53.531017,37,59,288,2118,ON
2026-06-11 12:13:58.541243,32,55,574,529,ON
2026-06-11 12:14:03.561782,27,71,1531,2433,ON
2026-06-11 12:14:08.583596,34,70,2215,713,OFF
2026-06-11 12:14:13.591606,37,78,2258,3432,OFF
2026-06-11 12:14:18.627866,28,40,2404,599,OFF
2026-06-11 12:14:23.633946,31,64,1790,3921,ON
2026-06-11 12:14:28.651000,34,72,2469,447,OFF
2026-06-11 12:14:33.658494,36,68,874,27,ON
2026-06-11 12:14:38.675211,31,67,2252,49,OFF
2026-06-11 12:14:43.685160,40,85,477,1196,ON
2026-06-11 12:14:48.705137,39,60,1520,557,ON
2026-06-11 12:14:53.725593,40,71,3874,2547,OFF
2026-06-11 12:14:58.736969,34,71,422,904,ON
2026-06-11 12:15:03.755457,26,44,4092,493,OFF
2026-06-11 12:15:08.770506,36,63,40,2715,ON
2026-06-11 12:15:13.780363,30,43,3809,2587,OFF
2026-06-11 12:15:18.800602,25,80,467,151,ON
2026-06-11 12:15:23.817394,33,54,3408,642,OFF
2026-06-11 12:15:28.840101,35,57,548,1612,ON
2026-06-11 12:15:33.866619,33,44,2182,3411,OFF
2026-06-11 12:15:38.885552,25,47,1051,754,ON
2026-06-11 12:15:43.907254,33,44,319,126,ON
2026-06-11 12:15:48.925939,33,41,18,1710,ON
2026-06-11 12:15:53.939324,38,44,3479,445,OFF
2026-06-11 12:15:58.950313,31,85,3443,3303,OFF
2026-06-11 12:16:03.974270,22,86,1896,1917,ON
2026-06-11 12:16:08.985321,22,59,1504,2928,ON
2026-06-11 12:16:14.008356,34,43,2973,1140,OFF
2026-06-11 12:16:19.035703,29,84,4066,3130,OFF
2026-06-11 12:16:24.058431,26,58,2953,726,OFF
2026-06-11 12:16:29.077461,38,63,3715,3453,OFF
2026-06-11 12:16:34.096222,39,80,897,3809,ON
2026-06-11 12:16:39.111495,31,80,3227,4066,OFF
2026-06-11 12:16:44.123624,28,61,3843,3617,OFF
2026-06-11 12:16:49.149001,25,70,1780,2027,ON
2026-06-11 12:16:54.171508,25,46,742,3238,ON
2026-06-11 12:16:59.190064,33,72,1133,1135,ON
2026-06-11 12:17:04.214657,36,90,3465,2663,OFF
2026-06-11 12:17:09.223340,29,57,2064,876,OFF
2026-06-11 12:17:14.234449,39,67,2736,1696,OFF
2026-06-11 12:17:19.261445,40,48,2570,1510,OFF
2026-06-11 12:17:24.289041,38,85,1825,4021,ON
2026-06-11 12:17:29.313624,26,90,1400,821,ON
2026-06-11 12:17:34.322499,24,87,1158,496,ON
2026-06-11 12:17:39.347738,40,70,1565,2641,ON
2026-06-11 12:17:44.365364,25,43,3353,3872,OFF
2026-06-11 12:17:49.402246,30,60,1431,561,ON
2026-06-11 12:17:54.430085,22,43,3920,3420,OFF
2026-06-11 12:17:59.441347,37,90,3881,2836,OFF
2026-06-11 12:18:04.466020,40,62,3126,3798,OFF
2026-06-11 12:18:09.486618,32,42,2833,2989,OFF
2026-06-11 12:18:14.497925,39,65,2802,1399,OFF
2026-06-11 12:18:19.506178,33,41,3560,3551,OFF
2026-06-11 12:18:24.519678,25,71,4074,709,OFF
2026-06-11 12:18:29.541981,23,54,2685,1956,OFF
2026-06-11 12:18:34.549523,40,64,258,2715,ON
2026-06-11 12:18:39.556145,37,51,3203,1579,OFF
2026-06-11 12:18:44.563044,40,58,2044,187,OFF
2026-06-11 12:18:49.571312,37,41,2423,1956,OFF
2026-06-11 12:18:54.593404,31,68,2079,3608,OFF
2026-06-11 12:18:59.629319,27,66,765,2841,ON
2026-06-11 12:19:04.651687,33,51,2865,714,OFF
2026-06-11 12:19:09.674541,38,42,2602,2801,OFF
2026-06-11 12:19:14.687385,32,65,2686,3845,OFF
2026-06-11 12:19:19.724572,24,73,1392,3343,ON
2026-06-11 12:19:24.760708,22,64,42,1069,ON
2026-06-11 12:19:29.781368,35,52,86,1781,ON
2026-06-11 12:19:34.811734,27,56,1252,672,ON
2026-06-11 12:19:39.847144,34,72,1962,1836,ON
2026-06-11 12:19:44.884416,25,51,2606,1659,OFF
2026-06-11 12:19:49.904493,37,58,3080,464,OFF
2026-06-11 12:19:54.923300,24,51,1585,2673,ON
2026-06-11 12:19:59.946024,39,70,1723,634,ON
2026-06-11 12:20:04.979927,39,54,2795,2633,OFF
2026-06-11 12:20:10.004815,37,84,4017,3463,OFF
2026-06-11 12:20:15.015751,22,54,1078,720,ON
2026-06-11 12:20:20.045786,23,47,3205,1085,OFF
2026-06-11 12:20:25.054762,24,41,3109,3665,OFF
2026-06-11 12:20:30.078482,35,51,2527,383,OFF
2026-06-11 12:20:35.087131,26,47,4029,2422,OFF
2026-06-11 12:20:40.099200,30,64,117,1895,ON
2026-06-11 12:20:45.123701,33,46,2116,1369,OFF
2026-06-11 12:20:50.144412,34,52,3595,1599,OFF
2026-06-11 12:20:55.172426,35,81,90,3052,ON
2026-06-11 12:21:00.184478,23,58,1808,1621,ON
2026-06-11 12:21:05.206947,23,48,2953,2381,OFF
2026-06-11 12:21:10.219021,34,79,2588,3188,OFF
2026-06-11 12:21:15.226888,31,69,3032,3897,OFF
2026-06-11 12:21:20.251054,40,54,2494,1912,OFF
2026-06-11 12:21:25.273674,33,84,531,237,ON
2026-06-11 12:21:30.310496,37,74,4053,3223,OFF
2026-06-11 12:21:35.319990,36,49,3849,3314,OFF
2026-06-11 12:21:40.344849,31,64,2603,1821,OFF
2026-06-11 12:21:45.384529,37,66,1252,1765,ON
2026-06-11 12:21:50.421997,24,61,1220,1792,ON
2026-06-11 12:21:55.438273,31,79,426,1693,ON
2026-06-11 12:22:00.472286,24,70,703,996,ON
2026-06-11 12:22:05.496612,27,62,117,2199,ON
